id,name,intelligence,strength,speed,durability,power,combat,full_name,publisher,alignment,gender,eye_color,hair_color,url,height_cm,weight_kg
325,Hercules,63,100,46,85,89,100,Heracles,Marvel Comics,Good,Male,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/78.jpg,196,146
326,Hiro Nakamura,NA,15,NA,NA,NA,NA,Hiro Nakamura,Nbc - Heroes,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/947.jpg,NA,NA
327,Hit-Girl,56,7,29,20,27,65,Mindy Mccready,Icon Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1336.jpg,NA,NA
328,Hobgoblin,NA,53,NA,NA,NA,NA,Roderick Kingsley,Marvel Comics,Bad,Male,Blue,Grey,https://www.superherodb.com/pictures2/portraits/10/100/896.jpg,180,83
329,Hollow,NA,NA,NA,NA,NA,NA,Monet St. Croix,Marvel Comics,Good,Female,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/931.jpg,170,NA
330,Hope Summers,63,10,12,32,93,75,Hope Summers,Marvel Comics,Good,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/1351.jpg,168,48
331,Howard The Duck,NA,44,NA,NA,NA,NA,Howard (Last Name Unrevealed),Marvel Comics,Good,Male,Brown,Yellow,https://www.superherodb.com/pictures2/portraits/10/100/82.jpg,79,18
332,Hulk,88,100,63,100,98,85,Bruce Banner,Marvel Comics,Good,Male,Green,Green,https://www.superherodb.com/pictures2/portraits/10/100/83.jpg,244,630
333,Human Torch,63,11,63,70,87,42,Johnny Storm,Marvel Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/362.jpg,178,77
334,Huntress,69,10,23,28,34,95,Helena Rosa Bertinelli,Others,Good,Female,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/707.jpg,180,59
335,Husk,63,63,35,78,48,64,Paige Elisabeth Guthrie,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/84.jpg,170,58
336,Hybrid,63,63,58,75,100,80,Scott Washington,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/10493.jpg,175,77
337,Hydro-Man,38,13,25,80,66,50,Morris Bench,Marvel Comics,Bad,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1451.jpg,188,119
338,Hyperion,88,100,100,95,87,80,Mark Milton,Marvel Comics,Good,Male,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/1286.jpg,183,207
339,Iceman,63,32,53,100,100,64,Bobby Drake,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/816.jpg,173,65
340,Impulse,50,10,100,60,74,60,Bartholomew Allen Ii,Flash Iv,Good,Male,Yellow,Auburn,https://www.superherodb.com/pictures2/portraits/10/100/895.jpg,170,65
341,Indiana Jones,69,10,17,30,19,30,Indiana Jones,George Lucas,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10560.jpg,183,79
342,Indigo,75,63,50,50,100,50,Iroque,Dc Comics,Neutral,Female,NA,Purple,https://www.superherodb.com/pictures2/portraits/10/100/708.jpg,NA,NA
343,Ink,38,28,17,40,73,50,Eric Gitter,Marvel Comics,Good,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10337.jpg,180,81
344,Invisible Woman,88,10,27,85,93,56,Susan Storm Richards,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/620.jpg,168,54
345,Iron Fist,75,55,33,50,95,100,Danny Rand,Marvel Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1120.jpg,180,79
346,Iron Man,100,85,58,85,100,64,Tony Stark,Marvel Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/85.jpg,198,191
347,Iron Monger,88,63,25,90,57,56,Obadiah Stane,Marvel Comics,Bad,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/886.jpg,NA,NA
348,Isis,75,48,75,46,50,56,Adrianna Tomaz,Dc Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1164.jpg,NA,NA
349,Jack Bauer,NA,43,NA,NA,NA,NA,Kiefer Sutherland,NA,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1203.jpg,NA,NA
350,Jack Of Hearts,63,55,100,30,77,30,Jonathan Hart,Marvel Comics,Good,Male,Dual Color,Brown,https://www.superherodb.com/pictures2/portraits/10/100/86.jpg,155,79
351,Jack-Jack,6,34,67,80,100,6,Jack-Jack Parr,Dark Horse Comics,Good,Male,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/871.jpg,71,14
352,James Bond,88,13,17,35,25,90,James Bond,Others,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/10404.jpg,183,NA
353,James T. Kirk,69,11,17,30,30,75,James T. Kirk,Star Trek,Good,Male,Hazel,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10565.jpg,178,77
354,Jar Jar Binks,10,6,33,10,21,15,Jar Jar Binks,George Lucas,Good,Male,Yellow,NA,https://www.superherodb.com/pictures2/portraits/10/100/10563.jpg,193,NA
355,Jason Bourne,88,12,29,30,26,100,Jason Bourne,NA,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10477.jpg,NA,NA
356,Jean Grey,94,80,21,20,92,70,Jean Grey,Others,Good,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/814.jpg,168,52
357,Jean-Luc Picard,75,10,17,30,26,65,Jean-Luc Picard,Star Trek,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10567.jpg,NA,NA
358,Jennifer Kale,75,10,35,42,74,72,Jennifer Kale,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1321.jpg,168,55
359,Jesse Quick,NA,42,NA,NA,NA,NA,Jesse Chambers,Others,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10544.jpg,NA,NA
360,Jessica Cruz,56,90,46,50,100,55,Jessica Cruz,Dc Comics,Good,Female,Green,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10650.jpg,NA,NA
361,Jessica Jones,56,44,50,70,18,55,Jessica Campbell Jones Cage,Others,Good,Female,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10403.jpg,170,56
362,Jessica Sanders,NA,NA,NA,NA,NA,NA,NA,Nbc - Heroes,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1029.jpg,NA,NA
363,Jigsaw,NA,NA,NA,NA,NA,NA,Billy Russo,Marvel Comics,Bad,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/887.jpg,188,113
364,Jim Powell,38,38,23,80,23,20,Jim Powell,Abc Studios,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1354.jpg,NA,NA
365,Jj Powell,88,10,8,10,14,10,Jj Powell,Abc Studios,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1357.jpg,NA,NA
366,Johann Krauss,NA,30,NA,NA,NA,NA,Johann Krauss,Dark Horse Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1121.jpg,NA,NA
367,John Constantine,63,10,8,40,54,65,John Constantine,Dc Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/718.jpg,183,NA
368,John Stewart,56,85,42,64,100,65,John Stewart,Dc Comics,Good,Male,Green,Black,https://www.superherodb.com/pictures2/portraits/10/100/873.jpg,185,90
369,John Wraith,75,12,35,28,87,80,John Wraith,Marvel Comics,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1314.jpg,183,88
370,Joker,100,10,12,60,43,70,Jack Napier,Dc Comics,Bad,Male,Green,Green,https://www.superherodb.com/pictures2/portraits/10/100/719.jpg,196,86
371,Jolt,63,12,27,32,31,42,Helen Takahama,Marvel Comics,Good,Female,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/1323.jpg,165,49
372,Jubilee,56,8,22,20,66,90,Jubilation Lee,Marvel Comics,Good,Female,Red,Black,https://www.superherodb.com/pictures2/portraits/10/100/87.jpg,165,52
373,Judge Dredd,75,18,38,50,52,95,Joseph Dredd,Others,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1163.jpg,188,NA
374,Juggernaut,44,100,42,100,85,70,Cain Marko,Marvel Comics,Neutral,Male,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/826.jpg,287,855
375,Junkpile,50,38,17,90,81,30,NA,Marvel Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10002.jpg,NA,NA
376,Justice,50,10,33,70,55,30,Vance Astrovik,Marvel Comics,Good,Male,Hazel,Brown,https://www.superherodb.com/pictures2/portraits/10/100/88.jpg,178,81
377,Jyn Erso,NA,NA,NA,NA,NA,NA,Jyn Erso,George Lucas,Good,Female,Green,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10562.jpg,NA,NA
378,K-2so,NA,NA,NA,NA,NA,NA,NA,George Lucas,Good,Male,White,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10643.jpg,213,NA
379,Kang,100,48,58,70,100,70,Nathaniel Richards,Others,Bad,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1053.jpg,191,104
380,Kathryn Janeway,75,8,21,25,21,50,Kathryn Janeway,Star Trek,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10581.jpg,NA,NA
381,Katniss Everdeen,56,8,21,25,24,55,Katniss Everdeen,NA,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10484.jpg,NA,NA
382,Kevin 11,25,7,12,14,100,40,Kevin Ethan Levin,Dc Comics,Good,Male,NA,Black,https://www.superherodb.com/pictures2/portraits/10/100/1408.jpg,NA,NA
383,Kick-Ass,38,10,23,35,22,56,Dave Lizewski,Icon Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1158.jpg,NA,NA
384,Kid Flash,25,4,92,42,20,30,Wallace Rudolph West,Dc Comics,Good,Male,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/722.jpg,NA,NA
385,Kid Flash Ii,NA,47,NA,NA,NA,NA,Bartholomew Allen Ii,Flash Iv,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/894.jpg,NA,NA
386,Killer Croc,19,53,35,90,53,60,Waylon Jones,Dc Comics,Bad,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/723.jpg,244,356
387,Killer Frost,88,10,13,35,59,30,Caitlin Snow,Dc Comics,Bad,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/10508.jpg,NA,NA
388,Kilowog,81,90,53,42,100,80,NA,Dc Comics,Good,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1428.jpg,234,324
389,King Kong,56,100,71,75,47,75,King Kong,NA,Good,Male,Yellow,Black,https://www.superherodb.com/pictures2/portraits/10/100/10591.jpg,NA,NA
390,King Shark,50,88,50,90,86,40,Nanaue,Dc Comics,Bad,Male,Black,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10512.jpg,NA,NA
391,Kingpin,75,18,25,40,13,70,Wilson Grant Fisk,Marvel Comics,Bad,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/623.jpg,201,203
392,Klaw,63,38,33,100,62,60,Ulysses Klaw,Marvel Comics,Bad,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1539.jpg,188,97
393,Kool-Aid Man,25,18,8,10,9,14,NA,NA,Good,Male,Black,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1343.jpg,NA,NA
394,Kraven Ii,50,34,23,28,43,85,Alyosha Kravinoff,Marvel Comics,Bad,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1034.jpg,191,99
395,Kraven The Hunter,63,32,35,42,25,85,Sergei Kravinoff,Marvel Comics,Bad,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1033.jpg,183,106
396,Krypto,9,80,100,90,82,40,Krypto The Superdog,Dc Comics,Good,Male,Blue,White,https://www.superherodb.com/pictures2/portraits/10/100/725.jpg,64,18
397,Kyle Rayner,69,90,50,60,100,60,Kyle Rayner,Dc Comics,Good,Male,Green,Black,https://www.superherodb.com/pictures2/portraits/10/100/1409.jpg,180,79
398,Kylo Ren,56,44,33,30,100,70,Ben Solo,George Lucas,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/10559.jpg,NA,NA
399,Lady Bullseye,NA,63,NA,NA,NA,NA,NA,Marvel Comics,Bad,Female,NA,Black,https://www.superherodb.com/pictures2/portraits/10/100/1170.jpg,NA,NA
400,Lady Deathstrike,63,28,42,85,48,90,Yuriko Oyama,Marvel Comics,Bad,Female,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/810.jpg,175,58
401,Leader,100,10,12,14,59,42,Samuel Sterns,Marvel Comics,Bad,Male,Green,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/885.jpg,178,63
402,Leech,25,5,12,14,62,14,NA,Marvel Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/834.jpg,NA,NA
403,Legion,50,100,42,30,100,75,David Haller,Marvel Comics,Good,Male,Dual Color,Black,https://www.superherodb.com/pictures2/portraits/10/100/10651.jpg,175,59
404,Leonardo,75,16,50,65,59,80,Leonardo,Idw Publishing,Good,Male,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10327.jpg,NA,NA
405,Lex Luthor,100,53,25,65,68,70,Lex Luthor,Dc Comics,Bad,Male,Green,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/727.jpg,188,95
406,Light Lass,38,10,35,28,67,42,Ayla Ranzz,Dc Comics,Good,Female,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/1178.jpg,165,54
407,Lightning Lad,38,10,23,28,60,42,Garth Ranzz,Dc Comics,Good,Male,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/1177.jpg,155,65
408,Lightning Lord,44,10,23,42,66,42,Mekt Ranzz,Dc Comics,Bad,Male,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/1179.jpg,191,95
409,Living Brain,75,53,35,56,31,28,NA,Marvel Comics,Bad,NA,Yellow,NA,https://www.superherodb.com/pictures2/portraits/10/100/1037.jpg,198,360
410,Living Tribunal,100,100,100,100,100,30,NA,Marvel Comics,Neutral,NA,Blue,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/10523.jpg,NA,NA
411,Liz Sherman,NA,NA,NA,NA,NA,NA,Elizabeth Anne Sherman,Dark Horse Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/868.jpg,NA,NA
412,Lizard,50,51,27,70,63,56,Curtis Connors,Marvel Comics,Bad,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/11.jpg,203,230
413,Lobo,94,100,54,100,100,85,Lobo,Dc Comics,Neutral,Male,Red,Black,https://www.superherodb.com/pictures2/portraits/10/100/1127.jpg,229,288
414,Loki,88,63,46,85,100,60,Loki Laufeyson,Marvel Comics,Bad,Male,Green,Black,https://www.superherodb.com/pictures2/portraits/10/100/928.jpg,193,236
415,Longshot,50,10,27,10,71,70,NA,Marvel Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1531.jpg,188,36
416,Luke Cage,50,63,29,95,44,70,Luke Cage,Others,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/269.jpg,198,191
417,Luke Campbell,NA,NA,NA,NA,NA,NA,Luke Campbell,Nbc - Heroes,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1311.jpg,NA,NA
418,Luke Skywalker,69,38,42,25,100,100,Luke Skywalker,George Lucas,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/10447.jpg,168,77
419,Luna,38,6,83,14,53,14,Luna Maximoff,Marvel Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/933.jpg,NA,NA
420,Lyja,NA,NA,NA,NA,NA,NA,Lyja,Marvel Comics,Good,Female,Green,Green,https://www.superherodb.com/pictures2/portraits/10/100/1017.jpg,NA,NA
421,Mach-Iv,75,36,60,84,60,56,Abner Jenkins,Marvel Comics,Bad,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/370.jpg,180,79
422,Machine Man,63,32,35,84,51,64,"X-51, Aaron Stack",Marvel Comics,Good,NA,Red,Black,https://www.superherodb.com/pictures2/portraits/10/100/90.jpg,183,383
423,Magneto,88,80,27,84,91,80,Erik Magnus Lensherr,Marvel Comics,Bad,Male,Grey,White,https://www.superherodb.com/pictures2/portraits/10/100/12.jpg,188,86
424,Magog,50,48,23,64,66,72,David Reid,Dc Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1324.jpg,NA,NA
425,Magus,88,100,70,99,100,74,NA,Marvel Comics,Bad,Male,Black,NA,https://www.superherodb.com/pictures2/portraits/10/100/1297.jpg,183,NA
426,Man Of Miracles,100,100,100,100,100,100,NA,Image Comics,NA,NA,Blue,Silver,https://www.superherodb.com/pictures2/portraits/10/100/10889.jpg,NA,NA
427,Man-Bat,38,18,50,70,33,30,Robert Kirkland Langstrom,Dc Comics,Neutral,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/731.jpg,NA,NA
428,Man-Thing,50,32,8,100,100,40,Dr. Theodore Sallis,Marvel Comics,Good,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/382.jpg,213,225
429,Man-Wolf,63,44,35,42,45,70,John Jameson,Marvel Comics,Good,Male,Brown,Auburn,https://www.superherodb.com/pictures2/portraits/10/100/91.jpg,188,90
430,Mandarin,100,28,23,28,100,95,Khan,Marvel Comics,Bad,Male,Blue,White,https://www.superherodb.com/pictures2/portraits/10/100/1175.jpg,188,97
431,Mantis,63,8,33,80,100,80,NA,Marvel Comics,Good,Female,Green,Black,https://www.superherodb.com/pictures2/portraits/10/100/384.jpg,168,52
432,Martian Manhunter,100,95,92,100,100,85,J'onn J'onzz,Dc Comics,Good,Male,Red,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/733.jpg,201,135
433,Marvel Girl,63,85,47,42,100,80,Rachel Anne Summers,Marvel Comics,Good,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/94.jpg,170,56
434,Master Brood,NA,NA,NA,NA,NA,NA,Currently Colin Wood,Team Epic Tv,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/958.jpg,183,81
435,Master Chief,75,73,35,80,69,100,John-117,Others,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1110.jpg,213,NA
436,Match,75,95,83,85,100,70,Kent Connor,Dc Comics,Bad,Male,Black,Black,https://www.superherodb.com/pictures2/portraits/10/100/1459.jpg,NA,NA
437,Matt Parkman,63,10,12,14,59,56,Matthew Parkman,Nbc - Heroes,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/948.jpg,NA,NA
438,Maverick,63,10,12,42,60,85,Christopher Bradley,Marvel Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/257.jpg,193,110
439,Maxima,75,90,35,56,81,75,NA,Dc Comics,Bad,Female,Brown,Red,https://www.superherodb.com/pictures2/portraits/10/100/1168.jpg,180,72
440,Maya Herrera,50,10,12,14,60,14,Maya Herrera,Nbc - Heroes,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/944.jpg,NA,NA
441,Medusa,75,34,35,70,37,56,Medusalith Amaquelin Boltagon,Marvel Comics,Good,Female,Green,Red,https://www.superherodb.com/pictures2/portraits/10/100/96.jpg,180,59
442,Meltdown,38,10,12,42,62,64,Tabitha Smith,Others,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/258.jpg,165,54
443,Mephisto,88,85,35,95,100,42,NA,Marvel Comics,Bad,Male,White,Black,https://www.superherodb.com/pictures2/portraits/10/100/1322.jpg,198,140
444,Mera,56,62,79,60,92,80,Mera,Dc Comics,Good,Female,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/1388.jpg,175,72
445,Metallo,75,53,23,95,86,64,John Corben,Dc Comics,Bad,Male,Green,Brown,https://www.superherodb.com/pictures2/portraits/10/100/737.jpg,196,90
446,Metamorpho,NA,82,NA,NA,NA,NA,Rex Mason,Dc Comics,Good,Male,Black,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/738.jpg,185,90
447,Meteorite,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1333.jpg,NA,NA
448,Metron,88,10,47,56,100,28,Metron,Dc Comics,Good,Male,Blue,Black,https://www.superherodb.com/pictures2/portraits/10/100/841.jpg,185,86
449,Micah Sanders,63,8,12,14,57,14,Micah Sanders,Nbc - Heroes,Good,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/951.jpg,NA,NA
450,Michelangelo,63,14,50,65,59,75,NA,Idw Publishing,Good,Male,Blue,NA,https://www.superherodb.com/pictures2/portraits/10/100/10329.jpg,NA,NA
451,Micro Lad,38,28,27,28,44,32,Gim Allon,Dc Comics,Good,Male,Grey,Brown,https://www.superherodb.com/pictures2/portraits/10/100/1181.jpg,183,77
452,Mimic,63,67,47,56,79,42,Calvin Montgomery Rankin,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/97.jpg,188,101
453,Minna Murray,NA,NA,NA,NA,NA,NA,Wilhelmina Harker,Wildstorm,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/881.jpg,NA,NA
454,Misfit,63,32,23,80,91,42,Charlotte Gage-Radcliffe,Others,Good,Female,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/1114.jpg,NA,NA
455,Miss Martian,63,85,58,100,100,45,M'gann M'orzz,Dc Comics,Good,Female,Red,Red,https://www.superherodb.com/pictures2/portraits/10/100/1394.jpg,178,61
456,Mister Fantastic,100,10,18,70,33,64,Reed Richards,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/408.jpg,185,81
457,Mister Freeze,75,32,12,70,37,28,Victor Fries,Dc Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/742.jpg,183,86
458,Mister Knife,75,10,17,30,13,65,J'son,Marvel Comics,Bad,Male,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10633.jpg,NA,NA
459,Mister Mxyzptlk,100,85,100,100,100,50,Mr. Mxyzptlk,Dc Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/744.jpg,NA,NA
460,Mister Sinister,100,48,46,90,100,50,Nathaniel Essex,Marvel Comics,Bad,Male,Red,Black,https://www.superherodb.com/pictures2/portraits/10/100/856.jpg,196,128
461,Mister Zsasz,88,22,33,28,18,85,Victor Zsasz,Dc Comics,Bad,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1486.jpg,NA,NA
462,Mockingbird,75,31,38,20,48,95,Barbara Morse,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1328.jpg,175,61
463,Modok,100,18,25,25,79,15,George Tarleton,Marvel Comics,Bad,Male,White,Brown,https://www.superherodb.com/pictures2/portraits/10/100/10438.jpg,366,338
464,Mogo,NA,NA,NA,NA,NA,NA,Mogo,Dc Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1432.jpg,NA,NA
465,Mohinder Suresh,NA,NA,NA,NA,NA,NA,Mohinder Suresh,Nbc - Heroes,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1313.jpg,NA,NA
466,Moloch,NA,NA,NA,NA,NA,NA,Edgar William Jacobi,Dc Comics,Bad,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1061.jpg,NA,NA
467,Molten Man,50,73,23,84,53,56,Mark Raxton,Marvel Comics,Bad,Male,Gold,Others,https://www.superherodb.com/pictures2/portraits/10/100/411.jpg,196,248
468,Monarch,NA,100,NA,NA,NA,NA,Nathaniel Christopher Adam,Dc Comics,Good,Male,Blue,White,https://www.superherodb.com/pictures2/portraits/10/100/1006.jpg,193,90
469,Monica Dawson,50,10,35,14,48,90,Monica Dawson,Nbc - Heroes,Good,Female,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/942.jpg,NA,NA
470,Moon Knight,50,36,23,42,28,75,Marc Spector,Marvel Comics,Good,Male,Brown,Brown,https://www.superherodb.com/pictures2/portraits/10/100/415.jpg,188,101
471,Moonstone,56,67,47,52,74,80,Karla Sofen,Marvel Comics,Bad,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/100.jpg,180,59
472,Morlun,63,60,35,42,74,56,Morlun,Marvel Comics,Bad,Male,Dual Color,Black,https://www.superherodb.com/pictures2/portraits/10/100/1171.jpg,188,79
473,Morph,NA,40,NA,NA,NA,NA,Kevin Sydney,Marvel Comics,Good,Male,White,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/102.jpg,178,79
474,Moses Magnum,75,28,12,42,55,56,Moses Magnum,Marvel Comics,Bad,Male,Brown,Black,https://www.superherodb.com/pictures2/portraits/10/100/1020.jpg,175,72
475,Mr Immortal,50,10,8,100,69,30,Craig Hollis,Marvel Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/10794.jpg,188,70
476,Mr Incredible,50,83,33,95,29,40,Robert Parr,Dark Horse Comics,Good,Male,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/869.jpg,201,158
477,Ms Marvel Ii,38,63,23,84,11,56,Sharon Ventura,Others,Good,Female,Blue,Red,https://www.superherodb.com/pictures2/portraits/10/100/897.jpg,173,61
478,Multiple Man,63,11,23,70,28,62,James Arthur,Marvel Comics,Good,Male,Blue,Brown,https://www.superherodb.com/pictures2/portraits/10/100/104.jpg,180,70
479,Mysterio,81,10,17,40,82,70,Quentin Beck,Marvel Comics,Bad,Male,Brown,No Hair,https://www.superherodb.com/pictures2/portraits/10/100/1039.jpg,180,79
480,Mystique,75,12,23,64,64,74,Raven Darkholme,Marvel Comics,Bad,Female,Yellow,Dual Color,https://www.superherodb.com/pictures2/portraits/10/100/817.jpg,178,54
481,Namor,69,95,58,70,73,85,Namor Mckenzie,Marvel Comics,Good,Male,Grey,Black,https://www.superherodb.com/pictures2/portraits/10/100/137.jpg,188,125
482,Namor,NA,NA,NA,NA,NA,NA,NA,Marvel Comics,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/105.jpg,NA,NA
483,Namora,50,85,42,42,48,64,Aquaria Nautica Neptunia,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/1364.jpg,180,85
484,Namorita,50,72,47,70,37,70,Namorita Prentiss,Marvel Comics,Good,Female,Blue,Blond,https://www.superherodb.com/pictures2/portraits/10/100/106.jpg,168,101
485,Naruto Uzumaki,50,80,32,80,100,100,NA,Shueisha,Good,Male,NA,NA,https://www.superherodb.com/pictures2/portraits/10/100/1540.jpg,168,54
486,Nathan Petrelli,NA,NA,NA,NA,NA,NA,Nathan Petrelli,Nbc - Heroes,Good,Male,Brown,NA,https://www.superherodb.com/pictures2/portraits/10/100/949.jpg,NA,NA
